"Cluster"	"Supercluster"	"Size"	"Size_adjusted"	"Automatic_annotation"	"TAREAN_annotation"	"Final_annotation"	"Species_Name"	"N_Reads"	"Genome_Size"
38	1	7164	7164	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
41	1	6396	6396	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
4	1	18094	18094	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
45	1	5928	5928	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
47	1	5513	5513	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
52	1	5040	5040	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
54	1	4839	4839	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
66	1	3878	3878	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
81	1	3494	3494	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
8	1	15938	15938	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
87	1	3040	3040	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
100	2	2541	2541	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_violaceum"	1708422	2.79
106	2	2264	2264	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_violaceum"	1708422	2.79
109	2	1981	1981	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_violaceum"	1708422	2.79
110	2	1883	1883	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_violaceum"	1708422	2.79
124	2	1388	1388	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_violaceum"	1708422	2.79
49	2	5348	5348	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_violaceum"	1708422	2.79
55	2	4768	4768	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_violaceum"	1708422	2.79
56	2	4610	4610	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_violaceum"	1708422	2.79
60	2	4285	4285	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_violaceum"	1708422	2.79
63	2	4215	4215	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_violaceum"	1708422	2.79
64	2	4134	4134	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_violaceum"	1708422	2.79
69	2	3815	3815	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_violaceum"	1708422	2.79
70	2	3797	3797	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_violaceum"	1708422	2.79
71	2	3747	3747	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_violaceum"	1708422	2.79
72	2	3699	3699	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_violaceum"	1708422	2.79
73	2	3658	3658	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_violaceum"	1708422	2.79
74	2	3641	3641	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_violaceum"	1708422	2.79
75	2	3578	3578	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_violaceum"	1708422	2.79
78	2	3536	3536	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_violaceum"	1708422	2.79
79	2	3520	3520	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_violaceum"	1708422	2.79
80	2	3498	3498	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_violaceum"	1708422	2.79
86	2	3198	3198	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_violaceum"	1708422	2.79
91	2	2905	2905	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_violaceum"	1708422	2.79
95	2	2722	2722	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_violaceum"	1708422	2.79
99	2	2559	2559	"All/organelle/plastid"	"Other"	"All/organelle/plastid"	"Solanum_violaceum"	1708422	2.79
11	3	13195	13195	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
15	3	10901	10901	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
19	3	10226	10226	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
33	3	8160	8160	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
36	3	7344	7344	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
46	3	5829	5829	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
59	3	4312	4312	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
103	4	2436	2436	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_violaceum"	1708422	2.79
26	4	8763	8763	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_violaceum"	1708422	2.79
32	4	8162	8162	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_violaceum"	1708422	2.79
34	4	7644	7644	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_violaceum"	1708422	2.79
35	4	7619	7619	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_violaceum"	1708422	2.79
50	4	5308	5308	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_violaceum"	1708422	2.79
51	4	5204	5204	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_violaceum"	1708422	2.79
67	4	3853	3853	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_violaceum"	1708422	2.79
83	4	3473	3473	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Other"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_violaceum"	1708422	2.79
1	5	26398	26398	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
3	5	18728	18728	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
2	6	18795	18795	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_violaceum"	1708422	2.79
9	6	15755	15755	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_violaceum"	1708422	2.79
6	7	16584	16584	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
7	7	16478	16478	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
27	8	8476	8476	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
29	8	8260	8260	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
57	8	4399	4399	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
65	8	3914	3914	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
5	9	17668	17668	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
17	10	10561	10561	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
53	10	4986	4986	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
102	11	2465	2465	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_violaceum"	1708422	2.79
117	11	1726	1726	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_violaceum"	1708422	2.79
48	11	5425	5425	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_violaceum"	1708422	2.79
93	11	2887	2887	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_violaceum"	1708422	2.79
104	12	2324	2324	"All/repeat/rDNA/45S_rDNA"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_violaceum"	1708422	2.79
112	12	1850	1850	"All/repeat/rDNA/45S_rDNA"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_violaceum"	1708422	2.79
150	12	660	660	"All/repeat/rDNA/45S_rDNA"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_violaceum"	1708422	2.79
62	12	4218	4218	"All/repeat/rDNA/45S_rDNA"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_violaceum"	1708422	2.79
97	12	2610	2610	"All/repeat/rDNA/45S_rDNA"	"Other"	"All/repeat/rDNA/45S_rDNA"	"Solanum_violaceum"	1708422	2.79
31	13	8201	8201	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_violaceum"	1708422	2.79
89	13	3014	3014	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_violaceum"	1708422	2.79
20	14	9688	9688	"All/repeat/mobile_element/Class_I/LINE"	"Other"	"All/repeat/mobile_element/Class_I/LINE"	"Solanum_violaceum"	1708422	2.79
42	15	6195	6195	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Solanum_violaceum"	1708422	2.79
98	15	2599	2599	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Solanum_violaceum"	1708422	2.79
28	16	8327	8327	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
37	17	7297	7297	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_violaceum"	1708422	2.79
39	18	7128	7128	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
40	19	6484	6484	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
43	20	6109	6109	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Solanum_violaceum"	1708422	2.79
44	21	6035	6035	"All/repeat/mobile_element/Class_I/LTR"	"Other"	"All/repeat/mobile_element/Class_I/LTR"	"Solanum_violaceum"	1708422	2.79
58	22	4367	4367	"All/repeat/mobile_element/Class_I"	"Other"	"All/repeat/mobile_element/Class_I"	"Solanum_violaceum"	1708422	2.79
61	23	4241	4241	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
68	24	3835	3835	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/pararetrovirus"	"Solanum_violaceum"	1708422	2.79
76	25	3578	3578	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
77	26	3573	3573	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Solanum_violaceum"	1708422	2.79
82	27	3475	3475	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
84	28	3299	3299	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
85	29	3250	3250	"All/repeat/mobile_element/Class_I"	"Other"	"All/repeat/mobile_element/Class_I"	"Solanum_violaceum"	1708422	2.79
88	30	3037	3037	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Putative satellites (low confidence)"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Solanum_violaceum"	1708422	2.79
90	31	2908	2908	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
92	32	2903	2903	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_violaceum"	1708422	2.79
94	33	2794	2794	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
96	34	2620	2620	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_violaceum"	1708422	2.79
105	35	2274	2274	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
107	36	2145	2145	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
108	37	1991	1991	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
111	38	1865	1865	"All/repeat/mobile_element/Class_I"	"Other"	"All/repeat/mobile_element/Class_I"	"Solanum_violaceum"	1708422	2.79
113	39	1836	1836	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_violaceum"	1708422	2.79
114	40	1812	1812	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_violaceum"	1708422	2.79
115	41	1785	1785	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_violaceum"	1708422	2.79
116	42	1727	1727	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Putative satellites (low confidence)"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Solanum_violaceum"	1708422	2.79
118	43	1705	1705	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
119	44	1553	1553	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
120	45	1474	1474	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_violaceum"	1708422	2.79
122	46	1432	1432	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_violaceum"	1708422	2.79
123	47	1425	1425	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/EnSpm_CACTA"	"Other"	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/EnSpm_CACTA"	"Solanum_violaceum"	1708422	2.79
125	48	1303	1303	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_violaceum"	1708422	2.79
126	49	1297	1297	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
127	50	1277	1277	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_violaceum"	1708422	2.79
128	51	1226	1226	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/PIF_Harbinger"	"Other"	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/PIF_Harbinger"	"Solanum_violaceum"	1708422	2.79
129	52	1225	1225	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
130	53	1184	1184	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_violaceum"	1708422	2.79
131	54	1179	1179	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_violaceum"	1708422	2.79
132	55	1137	1137	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_violaceum"	1708422	2.79
133	56	1102	1102	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Solanum_violaceum"	1708422	2.79
134	57	1080	1080	"All/repeat/mobile_element/Class_I"	"Other"	"All/repeat/mobile_element/Class_I"	"Solanum_violaceum"	1708422	2.79
135	58	997	997	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
136	59	962	962	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_violaceum"	1708422	2.79
137	60	915	915	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
138	61	893	893	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Solanum_violaceum"	1708422	2.79
139	62	835	835	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
140	63	824	824	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Solanum_violaceum"	1708422	2.79
141	64	802	802	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_violaceum"	1708422	2.79
142	65	791	791	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Tork"	"Solanum_violaceum"	1708422	2.79
143	66	765	765	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
144	67	761	761	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_violaceum"	1708422	2.79
145	68	738	738	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
146	69	727	727	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"	"Solanum_violaceum"	1708422	2.79
